team,opp,treatment,year,rest3.,rest1,rest2,points
PHOENIX SUNS,MINNESOTA TIMBERWOLVES,1,2006,0,0,0,131
DETROIT PISTONS,LOS ANGELES LAKERS,1,2008,0,0,0,77
SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,1,2006,1,-1,0,105
PHOENIX SUNS,MINNESOTA TIMBERWOLVES,1,2005,0,1,0,110
HOUSTON ROCKETS,NEW JERSEY NETS,1,2008,0,0,0,114
PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,1,2005,0,-1,0,79
TORONTO RAPTORS,PHILADELPHIA 76ERS,1,2005,0,0,0,115
NEW YORK KNICKS,DETROIT PISTONS,1,2006,0,1,0,83
SAN ANTONIO SPURS,HOUSTON ROCKETS,1,2004,1,0,0,99
MEMPHIS GRIZZLIES,LOS ANGELES LAKERS,1,2008,0,0,1,98
PHILADELPHIA 76ERS,CHARLOTTE BOBCATS,1,2008,0,0,0,95
LOS ANGELES CLIPPERS,ORLANDO MAGIC,1,2004,0,0,1,110
DETROIT PISTONS,CLEVELAND CAVALIERS,1,2006,1,-1,0,87
PHOENIX SUNS,LOS ANGELES CLIPPERS,1,2008,0,0,0,140
GOLDEN STATE WARRIORS,PHOENIX SUNS,1,2007,0,1,-1,129
LOS ANGELES CLIPPERS,WASHINGTON WIZARDS,1,2008,0,0,0,123
MIAMI HEAT,LOS ANGELES CLIPPERS,1,2005,0,-1,0,118
MIAMI HEAT,DETROIT PISTONS,1,2007,0,0,0,75
MEMPHIS GRIZZLIES,GOLDEN STATE WARRIORS,1,2004,0,-1,1,99
NEW JERSEY NETS,NEW YORK KNICKS,1,2004,0,0,0,110
HOUSTON ROCKETS,GOLDEN STATE WARRIORS,1,2008,-1,1,0,131
PORTLAND TRAIL BLAZERS,TORONTO RAPTORS,1,2005,0,0,1,96
HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,1,2005,0,1,0,102
LOS ANGELES CLIPPERS,PORTLAND TRAIL BLAZERS,1,2007,0,1,0,80
INDIANA PACERS,WASHINGTON WIZARDS,1,2004,0,0,0,93
BOSTON CELTICS,SAN ANTONIO SPURS,1,2004,0,1,0,84
ATLANTA HAWKS,WASHINGTON WIZARDS,1,2005,0,0,0,114
MILWAUKEE BUCKS,MINNESOTA TIMBERWOLVES,1,2006,0,0,-1,108
NEW YORK KNICKS,CHARLOTTE BOBCATS,1,2005,0,-1,0,91
LOS ANGELES LAKERS,UTAH JAZZ,1,2005,0,0,0,94
CHICAGO BULLS,ATLANTA HAWKS,1,2008,0,-1,1,108
SEATTLE SUPERSONICS,SACRAMENTO KINGS,1,2006,0,0,0,100
UTAH JAZZ,MEMPHIS GRIZZLIES,1,2006,0,0,0,130
GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,1,2008,0,0,0,107
SAN ANTONIO SPURS,CHARLOTTE BOBCATS,1,2007,0,0,0,85
PHILADELPHIA 76ERS,MILWAUKEE BUCKS,1,2004,0,-1,0,122
PHILADELPHIA 76ERS,NEW JERSEY NETS,1,2005,0,0,0,90
SACRAMENTO KINGS,CHICAGO BULLS,1,2008,0,0,0,88
ORLANDO MAGIC,CHICAGO BULLS,1,2006,0,0,1,76
PORTLAND TRAIL BLAZERS,DENVER NUGGETS,1,2007,0,-1,1,103
DALLAS MAVERICKS,TORONTO RAPTORS,1,2008,0,0,0,109
PHOENIX SUNS,WASHINGTON WIZARDS,1,2007,0,0,0,108
DALLAS MAVERICKS,SACRAMENTO KINGS,1,2006,0,1,0,106
SACRAMENTO KINGS,MINNESOTA TIMBERWOLVES,1,2008,0,1,0,118
DETROIT PISTONS,LOS ANGELES CLIPPERS,1,2004,0,0,0,97
LOS ANGELES LAKERS,MEMPHIS GRIZZLIES,1,2005,0,0,0,99
ORLANDO MAGIC,DETROIT PISTONS,1,2004,0,0,1,103
DALLAS MAVERICKS,SEATTLE SUPERSONICS,1,2004,0,0,0,101
PHOENIX SUNS,SACRAMENTO KINGS,1,2008,0,1,0,129
TORONTO RAPTORS,NEW JERSEY NETS,1,2005,0,0,0,104
GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,1,2007,0,0,1,130
SAN ANTONIO SPURS,ATLANTA HAWKS,1,2007,0,0,0,89
NEW ORLEANS HORNETS,OKLAHOMA CITY THUNDER,1,2008,0,1,-1,108
NEW ORLEANS/OKLAHOMA CITY HORNETS,MINNESOTA TIMBERWOLVES,1,2005,-1,1,0,84
NEW YORK KNICKS,INDIANA PACERS,1,2005,0,0,0,96
UTAH JAZZ,MEMPHIS GRIZZLIES,1,2004,1,0,0,94
PORTLAND TRAIL BLAZERS,CHARLOTTE BOBCATS,1,2004,0,1,-1,101
BOSTON CELTICS,MIAMI HEAT,1,2008,0,0,-1,112
DETROIT PISTONS,PHOENIX SUNS,1,2008,0,-1,0,97
MILWAUKEE BUCKS,NEW JERSEY NETS,1,2004,0,0,0,100
PHILADELPHIA 76ERS,NEW JERSEY NETS,1,2008,0,0,0,84
BOSTON CELTICS,NEW YORK KNICKS,1,2006,0,0,0,102
MIAMI HEAT,INDIANA PACERS,1,2005,0,0,1,96
NEW YORK KNICKS,BOSTON CELTICS,1,2006,0,0,0,118
CLEVELAND CAVALIERS,LOS ANGELES LAKERS,1,2007,0,-1,0,94
SAN ANTONIO SPURS,DENVER NUGGETS,1,2004,-1,1,0,99
SACRAMENTO KINGS,CHICAGO BULLS,1,2005,0,1,0,98
PHILADELPHIA 76ERS,WASHINGTON WIZARDS,1,2007,0,0,0,85
MILWAUKEE BUCKS,HOUSTON ROCKETS,1,2005,0,1,0,80
SEATTLE SUPERSONICS,CHARLOTTE BOBCATS,1,2007,0,0,0,93
DENVER NUGGETS,PORTLAND TRAIL BLAZERS,1,2005,0,0,0,107
GOLDEN STATE WARRIORS,PHILADELPHIA 76ERS,1,2006,0,0,0,116
MEMPHIS GRIZZLIES,PORTLAND TRAIL BLAZERS,1,2005,0,1,0,89
SACRAMENTO KINGS,SEATTLE SUPERSONICS,1,2004,0,0,0,122
PHILADELPHIA 76ERS,CHARLOTTE BOBCATS,1,2008,0,0,0,93
BOSTON CELTICS,SACRAMENTO KINGS,1,2005,0,0,0,84
ORLANDO MAGIC,PHILADELPHIA 76ERS,1,2006,0,0,0,86
GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,1,2004,0,0,1,87
MINNESOTA TIMBERWOLVES,NEW JERSEY NETS,1,2008,0,0,0,108
SAN ANTONIO SPURS,DENVER NUGGETS,1,2006,0,0,0,77
BOSTON CELTICS,ATLANTA HAWKS,1,2006,0,0,0,109
HOUSTON ROCKETS,DALLAS MAVERICKS,1,2008,0,-1,1,93
DENVER NUGGETS,CHICAGO BULLS,1,2008,0,0,0,114
CHARLOTTE BOBCATS,INDIANA PACERS,1,2006,0,1,-1,102
PHOENIX SUNS,GOLDEN STATE WARRIORS,1,2005,0,1,0,112
MEMPHIS GRIZZLIES,INDIANA PACERS,1,2005,0,0,0,105
DENVER NUGGETS,PHOENIX SUNS,1,2004,0,-1,0,101
CHARLOTTE BOBCATS,MIAMI HEAT,1,2008,0,1,0,100
LOS ANGELES LAKERS,NEW ORLEANS HORNETS,1,2008,0,0,0,115
CHICAGO BULLS,TORONTO RAPTORS,1,2006,0,1,-1,111
BOSTON CELTICS,PHOENIX SUNS,1,2005,0,1,0,94
MILWAUKEE BUCKS,INDIANA PACERS,1,2008,0,1,0,122
PHOENIX SUNS,UTAH JAZZ,1,2005,0,1,-1,102
MINNESOTA TIMBERWOLVES,PORTLAND TRAIL BLAZERS,1,2006,0,0,0,94
ATLANTA HAWKS,MIAMI HEAT,1,2004,0,0,0,96
INDIANA PACERS,NEW YORK KNICKS,1,2006,0,0,0,112
MILWAUKEE BUCKS,DETROIT PISTONS,1,2004,0,1,-1,89
MINNESOTA TIMBERWOLVES,DALLAS MAVERICKS,1,2004,0,0,0,93
WASHINGTON WIZARDS,LOS ANGELES LAKERS,1,2005,0,0,1,94
SAN ANTONIO SPURS,ORLANDO MAGIC,1,2006,1,-1,0,98
MEMPHIS GRIZZLIES,MIAMI HEAT,1,2007,0,0,0,101
INDIANA PACERS,UTAH JAZZ,1,2004,0,0,1,103
NEW ORLEANS HORNETS,CLEVELAND CAVALIERS,1,2008,0,0,0,104
CHICAGO BULLS,LOS ANGELES LAKERS,1,2007,1,-1,0,91
LOS ANGELES CLIPPERS,CHARLOTTE BOBCATS,1,2007,0,0,0,100
MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,1,2004,0,0,1,93
DALLAS MAVERICKS,TORONTO RAPTORS,1,2005,-1,1,0,115
LOS ANGELES CLIPPERS,DENVER NUGGETS,1,2007,1,0,0,101
INDIANA PACERS,DALLAS MAVERICKS,1,2006,0,0,0,113
GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,1,2005,0,1,0,88
ATLANTA HAWKS,BOSTON CELTICS,1,2005,1,0,0,120
MILWAUKEE BUCKS,PHILADELPHIA 76ERS,1,2004,0,1,0,97
MINNESOTA TIMBERWOLVES,CHARLOTTE BOBCATS,1,2005,0,1,0,102
ATLANTA HAWKS,WASHINGTON WIZARDS,1,2008,0,0,0,91
WASHINGTON WIZARDS,CHARLOTTE BOBCATS,1,2007,0,0,0,97
SAN ANTONIO SPURS,CLEVELAND CAVALIERS,1,2007,0,-1,1,88
CLEVELAND CAVALIERS,ORLANDO MAGIC,1,2004,0,1,-1,111
BOSTON CELTICS,LOS ANGELES CLIPPERS,1,2004,0,0,-1,94
ORLANDO MAGIC,BOSTON CELTICS,1,2008,1,0,0,80
NEW YORK KNICKS,INDIANA PACERS,1,2006,0,0,0,95
HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,1,2008,0,0,0,102
BOSTON CELTICS,TORONTO RAPTORS,1,2004,0,1,-1,110
CHICAGO BULLS,NEW ORLEANS/OKLAHOMA CITY HORNETS,1,2006,0,0,0,104
ATLANTA HAWKS,NEW YORK KNICKS,1,2005,0,0,0,122
TORONTO RAPTORS,SEATTLE SUPERSONICS,1,2005,0,0,0,121
SEATTLE SUPERSONICS,GOLDEN STATE WARRIORS,1,2007,0,1,-1,96
CLEVELAND CAVALIERS,CHICAGO BULLS,1,2005,0,0,0,102
DENVER NUGGETS,SAN ANTONIO SPURS,1,2007,0,1,0,109
ATLANTA HAWKS,NEW JERSEY NETS,1,2004,0,0,0,84
NEW JERSEY NETS,UTAH JAZZ,1,2007,0,0,1,117
DETROIT PISTONS,NEW YORK KNICKS,1,2005,0,0,0,103
HOUSTON ROCKETS,SAN ANTONIO SPURS,1,2008,0,-1,0,85
PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,1,2007,0,-1,0,91
NEW JERSEY NETS,MIAMI HEAT,1,2006,0,1,-1,106
PHOENIX SUNS,DALLAS MAVERICKS,1,2006,0,0,0,126
BOSTON CELTICS,INDIANA PACERS,1,2004,0,0,0,94
LOS ANGELES LAKERS,PHOENIX SUNS,1,2005,0,-1,0,112
OKLAHOMA CITY THUNDER,LOS ANGELES LAKERS,1,2008,0,1,-1,89
GOLDEN STATE WARRIORS,UTAH JAZZ,1,2004,0,0,0,106
ATLANTA HAWKS,MIAMI HEAT,1,2007,0,0,0,97
ATLANTA HAWKS,WASHINGTON WIZARDS,1,2005,0,0,0,106
SEATTLE SUPERSONICS,ORLANDO MAGIC,1,2007,0,-1,0,94
NEW JERSEY NETS,UTAH JAZZ,1,2008,0,0,0,92
NEW JERSEY NETS,CHICAGO BULLS,1,2004,0,0,0,107
BOSTON CELTICS,NEW YORK KNICKS,1,2004,0,0,0,111
MIAMI HEAT,ATLANTA HAWKS,1,2007,1,0,0,79
LOS ANGELES LAKERS,PHOENIX SUNS,1,2005,0,0,0,109
LOS ANGELES CLIPPERS,PORTLAND TRAIL BLAZERS,1,2007,0,0,0,72
GOLDEN STATE WARRIORS,ATLANTA HAWKS,1,2008,0,0,0,119
LOS ANGELES CLIPPERS,UTAH JAZZ,1,2004,0,0,0,101
INDIANA PACERS,MILWAUKEE BUCKS,1,2006,0,0,0,93
CHICAGO BULLS,BOSTON CELTICS,1,2007,0,0,0,81
PHOENIX SUNS,MIAMI HEAT,1,2004,0,0,0,122
MILWAUKEE BUCKS,ATLANTA HAWKS,1,2008,0,0,0,110
TORONTO RAPTORS,MEMPHIS GRIZZLIES,1,2005,-1,1,0,66
GOLDEN STATE WARRIORS,HOUSTON ROCKETS,1,2008,0,1,0,109
NEW YORK KNICKS,UTAH JAZZ,1,2007,0,1,0,113
CHICAGO BULLS,NEW ORLEANS HORNETS,1,2007,0,0,0,86
MINNESOTA TIMBERWOLVES,SEATTLE SUPERSONICS,1,2005,0,1,0,102
CLEVELAND CAVALIERS,SACRAMENTO KINGS,1,2005,0,0,0,90
LOS ANGELES CLIPPERS,SACRAMENTO KINGS,1,2005,1,0,0,93
TORONTO RAPTORS,SACRAMENTO KINGS,1,2004,0,1,0,96
MIAMI HEAT,TORONTO RAPTORS,1,2005,0,0,0,101
NEW JERSEY NETS,MEMPHIS GRIZZLIES,1,2004,-1,1,0,96
MILWAUKEE BUCKS,CHICAGO BULLS,1,2006,0,0,0,90
CLEVELAND CAVALIERS,ORLANDO MAGIC,1,2006,0,1,0,86
MILWAUKEE BUCKS,UTAH JAZZ,1,2008,0,0,0,94
MIAMI HEAT,BOSTON CELTICS,1,2005,0,0,0,114
DENVER NUGGETS,GOLDEN STATE WARRIORS,1,2006,0,0,0,140
TORONTO RAPTORS,MILWAUKEE BUCKS,1,2004,0,0,0,105
DETROIT PISTONS,NEW YORK KNICKS,1,2007,0,0,0,94
BOSTON CELTICS,TORONTO RAPTORS,1,2005,0,1,0,110
NEW YORK KNICKS,SACRAMENTO KINGS,1,2007,0,0,0,97
LOS ANGELES CLIPPERS,SACRAMENTO KINGS,1,2004,0,-1,0,107
SAN ANTONIO SPURS,CHARLOTTE BOBCATS,1,2006,0,0,0,92
MEMPHIS GRIZZLIES,DALLAS MAVERICKS,1,2007,0,1,0,84
ATLANTA HAWKS,DALLAS MAVERICKS,1,2004,1,0,0,113
HOUSTON ROCKETS,INDIANA PACERS,1,2007,0,0,0,117
CHICAGO BULLS,MEMPHIS GRIZZLIES,1,2005,0,0,0,111
ORLANDO MAGIC,HOUSTON ROCKETS,1,2005,0,0,0,84
PORTLAND TRAIL BLAZERS,CLEVELAND CAVALIERS,1,2005,0,1,0,89
BOSTON CELTICS,TORONTO RAPTORS,1,2004,0,0,0,91
BOSTON CELTICS,CLEVELAND CAVALIERS,1,2006,0,1,0,104
ORLANDO MAGIC,BOSTON CELTICS,1,2007,0,0,0,104
BOSTON CELTICS,DETROIT PISTONS,1,2008,0,1,0,98
ATLANTA HAWKS,MIAMI HEAT,1,2004,0,0,0,93
MILWAUKEE BUCKS,SACRAMENTO KINGS,1,2008,0,0,-1,106
WASHINGTON WIZARDS,BOSTON CELTICS,1,2005,0,0,0,103
OKLAHOMA CITY THUNDER,LOS ANGELES CLIPPERS,1,2008,0,1,-1,88
LOS ANGELES CLIPPERS,NEW ORLEANS HORNETS,1,2007,0,0,0,89
SACRAMENTO KINGS,DETROIT PISTONS,1,2006,0,0,0,99
SAN ANTONIO SPURS,NEW JERSEY NETS,1,2007,0,0,0,81
GOLDEN STATE WARRIORS,INDIANA PACERS,1,2004,0,0,0,104
ORLANDO MAGIC,NEW JERSEY NETS,1,2007,-1,1,0,95
NEW ORLEANS/OKLAHOMA CITY HORNETS,NEW YORK KNICKS,1,2005,0,0,0,111
PHOENIX SUNS,GOLDEN STATE WARRIORS,1,2007,0,1,0,123
TORONTO RAPTORS,DALLAS MAVERICKS,1,2006,0,0,0,96
BOSTON CELTICS,MILWAUKEE BUCKS,1,2005,0,0,0,96
CLEVELAND CAVALIERS,WASHINGTON WIZARDS,1,2007,0,1,-1,90
LOS ANGELES CLIPPERS,MIAMI HEAT,1,2004,0,0,0,114
SEATTLE SUPERSONICS,MINNESOTA TIMBERWOLVES,1,2007,0,1,-1,116
CHICAGO BULLS,BOSTON CELTICS,1,2005,0,0,0,118
SACRAMENTO KINGS,INDIANA PACERS,1,2007,0,1,-1,105
ATLANTA HAWKS,HOUSTON ROCKETS,1,2008,0,0,0,103
ATLANTA HAWKS,SACRAMENTO KINGS,1,2004,0,0,0,97
GOLDEN STATE WARRIORS,DALLAS MAVERICKS,1,2007,0,0,-1,114
TORONTO RAPTORS,MILWAUKEE BUCKS,1,2008,0,0,0,85
MIAMI HEAT,CLEVELAND CAVALIERS,1,2005,0,0,0,98
MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,1,2005,0,0,0,107
DALLAS MAVERICKS,MEMPHIS GRIZZLIES,1,2004,0,1,0,110
MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,1,2006,0,0,0,121
SACRAMENTO KINGS,MEMPHIS GRIZZLIES,1,2008,0,0,0,100
PHOENIX SUNS,SEATTLE SUPERSONICS,1,2006,0,1,-1,113
CHARLOTTE BOBCATS,TORONTO RAPTORS,1,2006,0,0,0,76
HOUSTON ROCKETS,SAN ANTONIO SPURS,1,2007,-1,0,0,89
PHILADELPHIA 76ERS,DETROIT PISTONS,1,2006,1,0,-1,89
NEW ORLEANS/OKLAHOMA CITY HORNETS,SAN ANTONIO SPURS,1,2006,0,0,0,77
DETROIT PISTONS,MINNESOTA TIMBERWOLVES,1,2004,1,0,0,93
MINNESOTA TIMBERWOLVES,SACRAMENTO KINGS,1,2004,0,1,-1,113
MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,1,2008,0,0,0,93
CLEVELAND CAVALIERS,WASHINGTON WIZARDS,1,2007,0,0,0,121
NEW ORLEANS HORNETS,UTAH JAZZ,1,2004,0,0,0,87
MINNESOTA TIMBERWOLVES,DALLAS MAVERICKS,1,2006,0,0,0,88
CLEVELAND CAVALIERS,ATLANTA HAWKS,1,2006,0,1,0,110
NEW ORLEANS/OKLAHOMA CITY HORNETS,DENVER NUGGETS,1,2005,1,0,0,94
ATLANTA HAWKS,SACRAMENTO KINGS,1,2007,0,1,0,123
NEW ORLEANS/OKLAHOMA CITY HORNETS,LOS ANGELES LAKERS,1,2006,0,-1,0,113
HOUSTON ROCKETS,OKLAHOMA CITY THUNDER,1,2008,0,1,-1,89
DETROIT PISTONS,WASHINGTON WIZARDS,1,2006,0,1,-1,96
SACRAMENTO KINGS,SAN ANTONIO SPURS,1,2008,0,0,0,88
MINNESOTA TIMBERWOLVES,PHOENIX SUNS,1,2006,0,0,0,104
PHOENIX SUNS,LOS ANGELES LAKERS,1,2005,0,1,0,107
DETROIT PISTONS,UTAH JAZZ,1,2008,0,0,0,114
WASHINGTON WIZARDS,CLEVELAND CAVALIERS,1,2007,1,0,0,105
LOS ANGELES CLIPPERS,UTAH JAZZ,1,2005,0,-1,1,106
PHILADELPHIA 76ERS,SAN ANTONIO SPURS,1,2004,0,0,0,80
MILWAUKEE BUCKS,MIAMI HEAT,1,2006,0,-1,0,98
MILWAUKEE BUCKS,MEMPHIS GRIZZLIES,1,2006,0,0,0,100
DENVER NUGGETS,HOUSTON ROCKETS,1,2007,0,-1,0,111
GOLDEN STATE WARRIORS,SEATTLE SUPERSONICS,1,2007,1,-1,0,105
LOS ANGELES LAKERS,CHARLOTTE BOBCATS,1,2007,0,1,0,95
WASHINGTON WIZARDS,NEW YORK KNICKS,1,2005,0,0,0,110
PHILADELPHIA 76ERS,DETROIT PISTONS,1,2007,1,0,0,101
PHILADELPHIA 76ERS,NEW JERSEY NETS,1,2004,0,0,-1,93
CHARLOTTE BOBCATS,SACRAMENTO KINGS,1,2005,0,0,0,106
PHILADELPHIA 76ERS,NEW JERSEY NETS,1,2007,0,0,0,88
ORLANDO MAGIC,CHARLOTTE BOBCATS,1,2008,0,0,0,98
ORLANDO MAGIC,PORTLAND TRAIL BLAZERS,1,2006,1,0,0,103
WASHINGTON WIZARDS,MILWAUKEE BUCKS,1,2006,0,0,0,108
NEW YORK KNICKS,UTAH JAZZ,1,2004,0,0,0,94
HOUSTON ROCKETS,MILWAUKEE BUCKS,1,2008,0,1,0,85
PORTLAND TRAIL BLAZERS,DENVER NUGGETS,1,2004,0,0,0,97
MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,1,2008,0,0,0,105
CHICAGO BULLS,ORLANDO MAGIC,1,2007,0,0,0,84
PHILADELPHIA 76ERS,INDIANA PACERS,1,2006,1,0,-1,93
PHOENIX SUNS,TORONTO RAPTORS,1,2008,0,0,-1,133
GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,1,2008,0,0,1,97
LOS ANGELES LAKERS,NEW ORLEANS HORNETS,1,2004,0,0,0,89
MIAMI HEAT,NEW ORLEANS/OKLAHOMA CITY HORNETS,1,2005,0,0,0,109
CHARLOTTE BOBCATS,SEATTLE SUPERSONICS,1,2007,0,0,1,100
NEW JERSEY NETS,CHICAGO BULLS,1,2005,0,0,-1,100
LOS ANGELES LAKERS,MIAMI HEAT,1,2005,0,0,0,100
SAN ANTONIO SPURS,CHARLOTTE BOBCATS,1,2004,0,0,0,93
ORLANDO MAGIC,CLEVELAND CAVALIERS,1,2007,0,0,1,111
NEW YORK KNICKS,INDIANA PACERS,1,2004,0,1,0,90
LOS ANGELES CLIPPERS,DETROIT PISTONS,1,2007,0,0,-1,73
LOS ANGELES CLIPPERS,NEW JERSEY NETS,1,2005,0,0,0,90
GOLDEN STATE WARRIORS,ORLANDO MAGIC,1,2005,0,1,0,98
ORLANDO MAGIC,NEW JERSEY NETS,1,2006,0,1,-1,90
CHARLOTTE BOBCATS,MILWAUKEE BUCKS,1,2004,0,0,0,92
DETROIT PISTONS,CHARLOTTE BOBCATS,1,2004,0,1,0,117
CLEVELAND CAVALIERS,NEW ORLEANS HORNETS,1,2008,0,-1,0,92
BOSTON CELTICS,MILWAUKEE BUCKS,1,2006,0,0,1,117
MIAMI HEAT,INDIANA PACERS,1,2007,0,0,0,98
DALLAS MAVERICKS,UTAH JAZZ,1,2008,0,0,0,130
LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,1,2007,1,-1,0,82
TORONTO RAPTORS,ORLANDO MAGIC,1,2008,0,0,0,108
MEMPHIS GRIZZLIES,NEW YORK KNICKS,1,2004,0,0,0,96
CHARLOTTE BOBCATS,TORONTO RAPTORS,1,2008,0,0,0,79
PORTLAND TRAIL BLAZERS,MINNESOTA TIMBERWOLVES,1,2008,0,1,0,95
LOS ANGELES LAKERS,DENVER NUGGETS,1,2007,1,-1,0,116
CHICAGO BULLS,CLEVELAND CAVALIERS,1,2005,0,1,0,91
SACRAMENTO KINGS,BOSTON CELTICS,1,2004,0,0,0,119
MILWAUKEE BUCKS,NEW JERSEY NETS,1,2005,0,0,0,85
ATLANTA HAWKS,MIAMI HEAT,1,2008,1,-1,0,81
PORTLAND TRAIL BLAZERS,PHOENIX SUNS,1,2007,0,0,0,98
NEW YORK KNICKS,TORONTO RAPTORS,1,2005,0,0,0,98
GOLDEN STATE WARRIORS,INDIANA PACERS,1,2005,0,1,0,89
PHILADELPHIA 76ERS,MILWAUKEE BUCKS,1,2007,0,0,0,83
DENVER NUGGETS,TORONTO RAPTORS,1,2007,0,0,0,137
TORONTO RAPTORS,ATLANTA HAWKS,1,2006,0,1,-1,102
MILWAUKEE BUCKS,MINNESOTA TIMBERWOLVES,1,2007,0,0,0,95
WASHINGTON WIZARDS,TORONTO RAPTORS,1,2004,0,-1,1,118
BOSTON CELTICS,CHARLOTTE BOBCATS,1,2008,0,0,1,111
SACRAMENTO KINGS,NEW YORK KNICKS,1,2008,0,0,-1,90
LOS ANGELES CLIPPERS,NEW ORLEANS HORNETS,1,2007,0,0,0,81
HOUSTON ROCKETS,CHICAGO BULLS,1,2007,0,0,0,110
HOUSTON ROCKETS,WASHINGTON WIZARDS,1,2005,0,1,-1,105
ATLANTA HAWKS,HOUSTON ROCKETS,1,2006,0,0,0,105
ATLANTA HAWKS,LOS ANGELES LAKERS,1,2007,0,1,0,98
INDIANA PACERS,HOUSTON ROCKETS,1,2008,0,-1,1,107
INDIANA PACERS,NEW YORK KNICKS,1,2005,0,1,-1,92
DETROIT PISTONS,NEW ORLEANS HORNETS,1,2004,0,0,0,90
ORLANDO MAGIC,SACRAMENTO KINGS,1,2006,0,0,1,83
LOS ANGELES CLIPPERS,PHOENIX SUNS,1,2007,1,-1,0,88
LOS ANGELES CLIPPERS,PHOENIX SUNS,1,2004,0,0,0,91
SEATTLE SUPERSONICS,MEMPHIS GRIZZLIES,1,2005,0,1,0,96
DENVER NUGGETS,DETROIT PISTONS,1,2006,0,0,0,82
BOSTON CELTICS,HOUSTON ROCKETS,1,2007,0,-1,1,97
SAN ANTONIO SPURS,HOUSTON ROCKETS,1,2008,0,0,0,77
PORTLAND TRAIL BLAZERS,NEW JERSEY NETS,1,2006,0,0,0,100
DENVER NUGGETS,CHARLOTTE BOBCATS,1,2006,0,0,0,101
ATLANTA HAWKS,MIAMI HEAT,1,2007,0,0,0,114
UTAH JAZZ,LOS ANGELES LAKERS,1,2007,0,-1,1,95
ORLANDO MAGIC,WASHINGTON WIZARDS,1,2008,0,1,0,106
SAN ANTONIO SPURS,ORLANDO MAGIC,1,2004,1,-1,0,94
HOUSTON ROCKETS,LOS ANGELES LAKERS,1,2006,0,-1,1,94
CLEVELAND CAVALIERS,MILWAUKEE BUCKS,1,2005,0,0,0,89
MINNESOTA TIMBERWOLVES,PORTLAND TRAIL BLAZERS,1,2007,0,0,1,96
GOLDEN STATE WARRIORS,SACRAMENTO KINGS,1,2007,0,1,0,105
TORONTO RAPTORS,PHOENIX SUNS,1,2004,0,0,0,105
PORTLAND TRAIL BLAZERS,ATLANTA HAWKS,1,2008,0,0,0,108
PHILADELPHIA 76ERS,LOS ANGELES LAKERS,1,2005,0,0,0,85
DENVER NUGGETS,PHILADELPHIA 76ERS,1,2004,1,0,-1,97
PHILADELPHIA 76ERS,ORLANDO MAGIC,1,2008,0,0,0,94
ATLANTA HAWKS,PHILADELPHIA 76ERS,1,2004,0,0,1,97
CHICAGO BULLS,CLEVELAND CAVALIERS,1,2006,0,1,-1,108
DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,1,2004,0,1,0,98
SACRAMENTO KINGS,MEMPHIS GRIZZLIES,1,2004,0,-1,1,107
DALLAS MAVERICKS,CHARLOTTE BOBCATS,1,2006,1,0,-1,97
NEW ORLEANS HORNETS,SACRAMENTO KINGS,1,2004,0,0,0,121
PORTLAND TRAIL BLAZERS,SEATTLE SUPERSONICS,1,2005,0,1,0,99
GOLDEN STATE WARRIORS,SACRAMENTO KINGS,1,2005,0,0,0,93
INDIANA PACERS,LOS ANGELES CLIPPERS,1,2006,0,0,0,94
CHARLOTTE BOBCATS,NEW JERSEY NETS,1,2007,1,-1,0,90
BOSTON CELTICS,MILWAUKEE BUCKS,1,2004,0,0,-1,103
TORONTO RAPTORS,PHILADELPHIA 76ERS,1,2006,0,0,1,106
CHARLOTTE BOBCATS,PHILADELPHIA 76ERS,1,2005,0,1,0,96
DETROIT PISTONS,ATLANTA HAWKS,1,2007,0,1,-1,91
MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,1,2007,0,0,0,91
UTAH JAZZ,DETROIT PISTONS,1,2007,0,-1,0,103
PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,1,2007,0,-1,1,65
NEW ORLEANS HORNETS,MEMPHIS GRIZZLIES,1,2008,0,0,1,106
CHICAGO BULLS,SAN ANTONIO SPURS,1,2006,0,0,0,99
SEATTLE SUPERSONICS,TORONTO RAPTORS,1,2006,0,0,1,110
PORTLAND TRAIL BLAZERS,LOS ANGELES LAKERS,1,2008,0,1,0,106
SAN ANTONIO SPURS,MIAMI HEAT,1,2006,0,1,0,106
